player_id,skill_level,latency_ms,region,rank,playtime_hours
5103,14,19,NA,Bronze,307
5104,60,18,NA,Gold,170
5105,33,26,AS,Bronze,335
5106,42,30,SA,Silver,483
5107,26,17,AS,Bronze,292
5108,29,5,AF,Bronze,265
5109,43,10,EU,Silver,426
5110,44,10,EU,Silver,314
5111,34,24,EU,Bronze,321
5112,43,10,EU,Silver,136
5113,27,7,NA,Bronze,404
5114,42,17,AS,Silver,404
5115,22,14,AF,Bronze,347
5116,26,15,AF,Bronze,277
5117,64,13,EU,Gold,430
5118,24,11,AS,Bronze,102
5119,23,14,SA,Bronze,409
5120,24,21,AF,Bronze,246
5121,16,15,AF,Bronze,374
5122,38,25,OC,Bronze,82
5123,27,14,EU,Bronze,338
5124,25,13,OC,Bronze,442
5125,39,26,AS,Bronze,166
5126,43,15,NA,Silver,361
5127,21,9,EU,Bronze,191
5128,11,9,OC,Bronze,268
5129,24,10,AS,Bronze,329
5130,13,16,SA,Bronze,374
5131,48,23,AF,Silver,484
5132,42,28,NA,Silver,314
5133,42,14,AF,Silver,332
5134,15,21,OC,Bronze,293
5135,53,16,AS,Silver,153
5136,33,23,SA,Bronze,412
5137,48,18,OC,Silver,385
5138,28,14,EU,Bronze,338
5139,44,13,SA,Silver,187
5140,32,18,NA,Bronze,269
5141,30,18,OC,Bronze,129
5142,27,20,EU,Bronze,366
5143,17,16,OC,Bronze,560
5144,30,19,SA,Bronze,295
5145,29,27,AS,Bronze,352
5146,27,20,AS,Bronze,286
5147,23,15,AF,Bronze,275
5148,47,18,AF,Silver,198
5149,19,9,AF,Bronze,217
5150,36,5,OC,Bronze,375
5151,47,6,OC,Silver,317
5152,17,6,NA,Bronze,225
5153,29,11,NA,Bronze,266
5154,41,17,NA,Silver,283
5155,43,21,AF,Silver,252
5156,30,16,OC,Bronze,172
5157,34,19,EU,Bronze,588
5158,37,17,NA,Bronze,400
5159,23,14,SA,Bronze,327
5160,40,17,NA,Bronze,299
5161,17,17,AS,Bronze,392
5162,23,8,SA,Bronze,323
5163,26,5,AS,Bronze,272
5164,32,15,EU,Bronze,218
5165,34,14,OC,Bronze,127
5166,50,8,AS,Silver,200
5167,45,13,OC,Silver,289
5168,34,27,NA,Bronze,294
5169,21,5,AF,Bronze,227
5170,27,5,AF,Bronze,159
5171,22,8,OC,Bronze,239
5172,15,17,AS,Bronze,325
5173,29,24,OC,Bronze,331
5174,16,12,SA,Bronze,302
5175,43,18,SA,Silver,440
5176,36,16,OC,Bronze,318
5177,25,14,AF,Bronze,305
5178,26,20,NA,Bronze,209
5179,49,16,AF,Silver,319
5180,36,17,OC,Bronze,390
5181,17,28,AF,Bronze,95
5182,28,21,AF,Bronze,171
5183,13,5,NA,Bronze,329
5184,23,14,OC,Bronze,326
5185,46,24,AS,Silver,213
5186,34,26,EU,Bronze,180
5187,35,8,AS,Bronze,437
5188,12,30,AF,Bronze,194
5189,44,12,EU,Silver,459
5190,37,11,AF,Bronze,373
5191,36,10,OC,Bronze,337
5192,45,9,EU,Silver,310
5193,40,21,SA,Bronze,197
5194,38,13,EU,Bronze,263
5195,28,10,OC,Bronze,159
5196,42,11,EU,Silver,327
5197,21,7,AS,Bronze,262
5198,41,6,AS,Silver,501
5199,31,12,OC,Bronze,64
5200,51,8,SA,Silver,172
5201,18,16,OC,Bronze,422
5202,31,16,EU,Bronze,197
5203,33,10,AS,Bronze,168
5204,22,15,SA,Bronze,384
5205,22,13,SA,Bronze,336
5206,29,18,AF,Bronze,293
5207,20,19,EU,Bronze,264
5208,37,10,OC,Bronze,307
5209,34,21,AS,Bronze,210
5210,61,22,AS,Gold,261
5211,71,24,AS,Diamond,340
5212,43,12,SA,Silver,307
5213,26,20,NA,Bronze,487
5214,45,19,SA,Silver,360
5215,35,9,AF,Bronze,485
5216,22,24,OC,Bronze,300
5217,18,12,NA,Bronze,492
5218,28,22,NA,Bronze,216
5219,59,7,SA,Gold,415
5220,35,20,OC,Bronze,567
5221,39,6,AF,Bronze,401
5222,17,10,EU,Bronze,247
5223,33,9,AF,Bronze,262
5224,25,23,AS,Bronze,344
5225,36,16,EU,Bronze,431
5226,21,13,NA,Bronze,345
5227,30,10,EU,Bronze,314
5228,33,22,AF,Bronze,344
5229,51,27,NA,Silver,371
5230,31,24,EU,Bronze,361
5231,35,17,EU,Bronze,355
5232,20,6,NA,Bronze,335
5233,34,18,AF,Bronze,477
5234,47,10,AS,Silver,166
5235,39,13,AF,Bronze,100
5236,46,24,EU,Silver,306
5237,32,16,NA,Bronze,175
5238,27,28,OC,Bronze,350
5239,15,15,EU,Bronze,327
5240,16,18,AS,Bronze,404
5241,31,18,EU,Bronze,502
5242,14,24,OC,Bronze,174
5243,36,16,EU,Bronze,299
5244,26,20,SA,Bronze,438
5245,37,11,AF,Bronze,347
5246,36,16,OC,Bronze,258
5247,26,8,EU,Bronze,329
5248,53,19,OC,Silver,299
5249,30,20,NA,Bronze,230
5250,29,17,AS,Bronze,187
5251,31,23,EU,Bronze,269
5252,25,16,SA,Bronze,381
5253,33,20,AF,Bronze,385
5254,30,22,AF,Bronze,371
5255,42,9,SA,Silver,314
5256,46,17,OC,Silver,75
5257,39,9,AS,Bronze,556
5258,29,10,OC,Bronze,259
5259,31,12,AS,Bronze,240
5260,26,12,AS,Bronze,295
5261,42,8,SA,Silver,297
5262,32,14,SA,Bronze,434
5263,38,16,EU,Bronze,331
5264,36,16,AS,Bronze,406
5265,28,37,SA,Bronze,370
5266,28,23,NA,Bronze,347
5267,45,20,EU,Silver,242
5268,18,5,OC,Bronze,472
5269,39,15,AF,Bronze,351
5270,45,17,AF,Silver,495
5271,25,27,AS,Bronze,310
5272,27,5,EU,Bronze,38
5273,37,14,NA,Bronze,301
5274,37,22,OC,Bronze,544
5275,46,17,EU,Silver,264
5276,24,16,NA,Bronze,541
5277,44,20,OC,Silver,269
5278,24,14,AS,Bronze,248
5279,31,17,OC,Bronze,165
5280,19,13,AS,Bronze,257
5281,44,16,EU,Silver,388
5282,41,14,AS,Silver,361
5283,54,19,OC,Silver,342
5284,25,5,SA,Bronze,222
5285,37,9,AF,Bronze,404
5286,14,35,NA,Bronze,227
5287,50,21,OC,Silver,144
5288,36,12,EU,Bronze,234
5289,56,19,OC,Gold,196
5290,49,14,SA,Silver,300
5291,32,21,AS,Bronze,213
5292,36,17,AS,Bronze,403
5293,25,19,EU,Bronze,413
5294,24,32,SA,Bronze,285
5295,63,5,NA,Gold,428
5296,43,15,EU,Silver,372
5297,31,14,NA,Bronze,449
5298,32,18,NA,Bronze,245
5299,18,12,OC,Bronze,86
5300,15,17,OC,Bronze,200
5301,38,10,AS,Bronze,325
5302,24,23,AS,Bronze,301
5303,38,20,AF,Bronze,394
5304,32,16,EU,Bronze,310
5305,22,6,AS,Bronze,422
5306,33,23,OC,Bronze,117
5307,35,20,OC,Bronze,563
5308,29,23,OC,Bronze,330
5309,47,5,OC,Silver,447
5310,27,6,EU,Bronze,375
5311,28,14,OC,Bronze,371
5312,60,5,EU,Gold,294
5313,28,26,AS,Bronze,381
5314,22,16,AF,Bronze,288
5315,37,14,NA,Bronze,453
5316,12,12,SA,Bronze,0
5317,28,16,SA,Bronze,154
5318,31,12,EU,Bronze,268
5319,32,10,OC,Bronze,351
5320,40,27,SA,Bronze,298
5321,28,26,SA,Bronze,423
5322,41,12,AF,Silver,420
5323,36,12,SA,Bronze,612
5324,34,28,AS,Bronze,362
5325,40,13,AF,Bronze,240
5326,28,18,AF,Bronze,130
5327,37,8,EU,Bronze,485
5328,17,25,OC,Bronze,22
5329,36,8,OC,Bronze,311
5330,40,11,NA,Bronze,331
5331,40,15,AS,Bronze,512
5332,31,18,SA,Bronze,356
5333,21,10,AS,Bronze,150
5334,38,10,AS,Bronze,421
5335,29,15,AS,Bronze,344
5336,25,5,AF,Bronze,289
5337,34,8,NA,Bronze,238
5338,47,12,EU,Silver,331
5339,36,11,EU,Bronze,339
5340,28,14,OC,Bronze,516
5341,38,19,AF,Bronze,283
5342,40,19,SA,Bronze,320
5343,43,12,NA,Silver,238
5344,24,23,AS,Bronze,284
5345,19,16,AS,Bronze,400
5346,32,12,AF,Bronze,322
5347,39,23,SA,Bronze,501
5348,20,12,OC,Bronze,286
5349,31,12,OC,Bronze,438
5350,30,18,NA,Bronze,296
5351,18,27,OC,Bronze,99
5352,28,5,EU,Bronze,129
5353,40,28,EU,Bronze,335
5354,18,10,NA,Bronze,334
5355,40,12,AF,Bronze,328
5356,38,9,EU,Bronze,306
5357,39,17,EU,Bronze,187
5358,40,9,NA,Bronze,339
5359,33,14,OC,Bronze,330
5360,34,10,SA,Bronze,317
5361,25,6,EU,Bronze,304
5362,32,11,OC,Bronze,352
5363,16,14,EU,Bronze,509
5364,31,18,SA,Bronze,215
5365,24,20,AF,Bronze,495
5366,18,14,OC,Bronze,331
5367,26,22,OC,Bronze,319
5368,17,12,NA,Bronze,0
5369,9,19,AS,Bronze,387
5370,26,15,AF,Bronze,398
5371,33,15,AF,Bronze,222
5372,46,19,SA,Silver,113
5373,14,15,AF,Bronze,627
5374,36,19,AF,Bronze,276
5375,23,15,EU,Bronze,206
5376,34,13,AF,Bronze,358
5377,28,10,AS,Bronze,228
5378,38,17,EU,Bronze,486
5379,41,14,OC,Silver,287
5380,21,15,SA,Bronze,389
5381,31,10,EU,Bronze,355
5382,37,8,AF,Bronze,236
5383,41,26,AF,Silver,330
5384,31,20,OC,Bronze,353
5385,25,16,AF,Bronze,341
5386,8,20,EU,Bronze,228
5387,40,12,OC,Bronze,302
5388,33,18,AF,Bronze,212
5389,51,9,AS,Silver,388
5390,16,16,NA,Bronze,295
5391,28,12,AS,Bronze,204
5392,33,5,AF,Bronze,257
5393,21,18,AF,Bronze,565
5394,25,7,AS,Bronze,272
5395,30,19,OC,Bronze,325
5396,18,26,EU,Bronze,356
5397,20,21,EU,Bronze,205
5398,25,11,NA,Bronze,398
5399,45,25,AF,Silver,159
5400,41,16,AS,Silver,389
5401,25,12,AF,Bronze,517
5402,39,16,SA,Bronze,346
5403,19,21,EU,Bronze,218
5404,30,17,EU,Bronze,181
5405,27,22,SA,Bronze,388
5406,45,5,AS,Silver,217
5407,46,18,AS,Silver,413
5408,39,24,OC,Bronze,488
5409,25,16,SA,Bronze,201
5410,54,5,NA,Silver,199
5411,25,14,SA,Bronze,335
5412,34,8,AS,Bronze,284
5413,33,24,EU,Bronze,203
5414,32,25,EU,Bronze,382
5415,26,23,NA,Bronze,466
5416,33,14,NA,Bronze,434
5417,23,20,AF,Bronze,278
5418,53,12,AS,Silver,324
5419,36,19,NA,Bronze,303
5420,28,23,SA,Bronze,275
5421,25,19,AS,Bronze,269
5422,34,17,OC,Bronze,321
5423,26,15,AS,Bronze,429
5424,27,16,NA,Bronze,324
5425,17,10,AS,Bronze,341
5426,18,9,SA,Bronze,341
5427,33,12,NA,Bronze,156
5428,37,12,SA,Bronze,256
5429,44,29,OC,Silver,254
5430,40,15,SA,Bronze,301
5431,44,5,EU,Silver,272
5432,14,17,AF,Bronze,294
5433,33,20,NA,Bronze,389
5434,30,20,AS,Bronze,504
5435,17,29,AS,Bronze,678
5436,27,31,NA,Bronze,267
5437,38,25,OC,Bronze,290
5438,34,17,SA,Bronze,257
5439,24,6,AS,Bronze,290
5440,19,13,AF,Bronze,377
5441,39,17,AF,Bronze,360
5442,32,23,NA,Bronze,90
5443,39,25,SA,Bronze,389
5444,43,9,AS,Silver,240
5445,30,10,AF,Bronze,366
5446,32,15,AS,Bronze,223
5447,33,10,AS,Bronze,178
5448,32,12,SA,Bronze,102
5449,37,7,OC,Bronze,317
5450,44,21,SA,Silver,556
5451,28,14,EU,Bronze,530
5452,25,18,EU,Bronze,363
5453,18,5,OC,Bronze,391
5454,28,15,OC,Bronze,358
5455,18,17,NA,Bronze,343
5456,33,15,AS,Bronze,272
5457,43,20,NA,Silver,233
5458,22,13,NA,Bronze,211
5459,24,19,AS,Bronze,89
5460,27,17,OC,Bronze,444
5461,41,20,AS,Silver,360
5462,33,5,AS,Bronze,256
5463,23,5,OC,Bronze,258
5464,21,19,AS,Bronze,435
5465,33,18,NA,Bronze,127
5466,34,13,AS,Bronze,410
5467,37,17,NA,Bronze,347
5468,16,15,SA,Bronze,316
5469,49,10,NA,Silver,143
5470,14,23,OC,Bronze,315
5471,28,24,NA,Bronze,110
5472,51,16,AF,Silver,271
5473,7,10,AS,Bronze,329
5474,26,12,AS,Bronze,263
5475,52,12,AS,Silver,345
5476,50,17,NA,Silver,310
5477,40,18,OC,Bronze,375
5478,19,8,SA,Bronze,337
5479,16,16,OC,Bronze,444
5480,29,24,OC,Bronze,273
5481,20,26,NA,Bronze,251
5482,45,13,AF,Silver,360
5483,33,13,AS,Bronze,411
5484,18,14,NA,Bronze,383
5485,36,21,AS,Bronze,324
5486,38,18,EU,Bronze,312
5487,15,11,SA,Bronze,333
5488,38,9,AF,Bronze,534
5489,42,25,EU,Silver,281
5490,27,16,SA,Bronze,112
5491,41,6,SA,Silver,306
5492,21,23,AF,Bronze,458
5493,27,15,OC,Bronze,322
5494,23,20,OC,Bronze,384
5495,21,13,AS,Bronze,398
5496,38,6,OC,Bronze,364
5497,44,13,EU,Silver,156
5498,34,14,OC,Bronze,96
5499,41,12,SA,Silver,155
5500,29,9,AS,Bronze,214
5501,26,24,AS,Bronze,169
5502,28,16,AF,Bronze,412
5503,38,17,AS,Bronze,305
5504,14,25,NA,Bronze,235
5505,28,12,EU,Bronze,235
5506,39,25,SA,Bronze,473
5507,50,10,OC,Silver,112
5508,49,21,AF,Silver,173
5509,44,5,AS,Silver,361
5510,28,17,OC,Bronze,366
5511,40,15,AS,Bronze,240
5512,33,10,AS,Bronze,492
5513,38,20,OC,Bronze,311
5514,26,18,EU,Bronze,187
5515,27,7,AF,Bronze,348
5516,28,16,SA,Bronze,515
5517,25,12,OC,Bronze,304
5518,18,12,AS,Bronze,225
5519,16,28,EU,Bronze,422
5520,38,23,AS,Bronze,261
5521,24,10,OC,Bronze,442
5522,32,17,AS,Bronze,337
5523,21,17,AS,Bronze,400
5524,28,17,NA,Bronze,284
5525,33,22,SA,Bronze,160
5526,43,8,OC,Silver,322
5527,31,12,EU,Bronze,162
5528,26,8,OC,Bronze,339
5529,30,26,AS,Bronze,229
5530,30,23,EU,Bronze,223
5531,45,21,AS,Silver,299
5532,23,17,OC,Bronze,235
5533,24,13,NA,Bronze,594
5534,43,31,AS,Silver,277
5535,29,9,EU,Bronze,321
5536,25,5,AF,Bronze,307
5537,35,23,OC,Bronze,152
5538,50,12,AF,Silver,176
5539,35,5,EU,Bronze,355
5540,53,14,AS,Silver,442
5541,13,10,EU,Bronze,432
5542,44,14,AS,Silver,216
5543,38,18,SA,Bronze,78
5544,45,16,OC,Silver,291
5545,27,14,SA,Bronze,373
5546,36,9,OC,Bronze,362
5547,26,9,AF,Bronze,116
5548,33,9,OC,Bronze,223
5549,31,22,OC,Bronze,339
5550,22,9,OC,Bronze,350
5551,42,13,EU,Silver,386
5552,28,7,OC,Bronze,293
5553,29,16,SA,Bronze,451
5554,43,7,SA,Silver,265
5555,26,6,EU,Bronze,197
5556,40,14,AS,Bronze,385
5557,23,7,AS,Bronze,489
5558,29,13,OC,Bronze,248
5559,43,17,NA,Silver,405
5560,53,14,NA,Silver,221
5561,47,20,SA,Silver,507
5562,39,24,AF,Bronze,320
5563,40,16,AS,Bronze,154
5564,19,14,NA,Bronze,474
5565,29,18,OC,Bronze,211
5566,42,15,SA,Silver,207
5567,32,17,SA,Bronze,303
5568,45,5,AS,Silver,372
5569,39,15,OC,Bronze,171
5570,30,17,EU,Bronze,454
5571,42,18,OC,Silver,226
5572,34,19,OC,Bronze,321
5573,49,8,SA,Silver,237
5574,43,22,EU,Silver,21
5575,50,12,OC,Silver,154
5576,18,22,SA,Bronze,308
5577,21,6,NA,Bronze,147
5578,47,14,SA,Silver,192
5579,37,10,AS,Bronze,340
5580,38,18,SA,Bronze,248
5581,52,12,AS,Silver,398
5582,34,22,NA,Bronze,247
5583,47,7,NA,Silver,542
5584,40,15,OC,Bronze,223
5585,39,12,SA,Bronze,341
5586,25,15,SA,Bronze,287
5587,54,7,OC,Silver,317
5588,27,11,AS,Bronze,390
5589,35,5,AF,Bronze,278
5590,27,17,NA,Bronze,205
5591,38,26,AS,Bronze,464
5592,32,17,AF,Bronze,433
5593,46,12,NA,Silver,305
5594,40,20,NA,Bronze,350
5595,48,5,EU,Silver,267
5596,22,12,NA,Bronze,248
5597,22,5,EU,Bronze,354
5598,32,10,AS,Bronze,347
5599,30,14,SA,Bronze,144
5600,33,10,NA,Bronze,442
5601,54,29,AS,Silver,0
5602,32,19,AS,Bronze,292
5603,47,7,NA,Silver,319
5604,33,12,OC,Bronze,369
5605,39,20,OC,Bronze,337
5606,18,14,NA,Bronze,185
5607,51,19,SA,Silver,345
5608,17,26,AS,Bronze,371
5609,35,12,SA,Bronze,401
5610,18,10,SA,Bronze,345
5611,32,14,SA,Bronze,193
5612,35,23,AS,Bronze,398
5613,33,19,AF,Bronze,289
5614,51,18,AF,Silver,434
5615,13,15,AS,Bronze,95
5616,42,5,OC,Silver,179
5617,24,8,EU,Bronze,329
5618,32,13,NA,Bronze,304
5619,39,18,NA,Bronze,172
5620,28,29,EU,Bronze,314
5621,27,27,OC,Bronze,274
5622,42,18,SA,Silver,222
5623,25,15,SA,Bronze,235
5624,20,14,NA,Bronze,362
5625,40,41,SA,Bronze,426
5626,33,6,AS,Bronze,297
5627,17,31,SA,Bronze,265
5628,32,7,AF,Bronze,294
5629,31,25,OC,Bronze,242
5630,36,15,SA,Bronze,217
5631,58,27,EU,Gold,251
5632,21,16,SA,Bronze,191
5633,37,21,OC,Bronze,486
5634,33,17,EU,Bronze,150
5635,22,26,AS,Bronze,85
5636,25,23,AF,Bronze,289
5637,33,9,OC,Bronze,189
5638,51,21,NA,Silver,240
5639,38,16,NA,Bronze,230
5640,15,22,AS,Bronze,357
5641,22,12,OC,Bronze,347
5642,18,23,NA,Bronze,443
5643,21,12,SA,Bronze,270
5644,27,11,NA,Bronze,270
5645,25,8,AS,Bronze,331
5646,36,13,EU,Bronze,105
5647,31,5,AS,Bronze,200
5648,43,19,SA,Silver,351
5649,30,16,NA,Bronze,169
5650,15,16,EU,Bronze,253
5651,44,11,AF,Silver,298
5652,19,10,EU,Bronze,156
5653,22,10,AF,Bronze,439
5654,29,19,NA,Bronze,387
5655,38,9,OC,Bronze,260
5656,21,18,AS,Bronze,204
5657,59,15,EU,Gold,230
5658,40,17,AF,Bronze,382
5659,50,22,AF,Silver,411
5660,29,16,SA,Bronze,373
5661,32,10,SA,Bronze,213
5662,28,6,OC,Bronze,575
5663,43,17,AF,Silver,337
5664,28,20,AS,Bronze,278
5665,22,12,AS,Bronze,310
5666,43,10,EU,Silver,414
5667,30,18,OC,Bronze,281
5668,46,13,AS,Silver,335
5669,35,20,EU,Bronze,349
5670,20,14,EU,Bronze,304
5671,48,5,SA,Silver,114
5672,31,17,SA,Bronze,245
5673,28,18,SA,Bronze,223
5674,47,13,AS,Silver,233
5675,22,20,AF,Bronze,219
5676,27,11,OC,Bronze,87
5677,31,16,SA,Bronze,142
5678,40,35,OC,Bronze,211
5679,20,18,OC,Bronze,344
5680,23,21,AF,Bronze,537
5681,35,7,NA,Bronze,153
5682,37,11,AS,Bronze,174
5683,20,12,NA,Bronze,298
5684,36,31,SA,Bronze,436
5685,43,19,OC,Silver,336
5686,24,12,EU,Bronze,423
5687,18,25,AF,Bronze,363
5688,50,19,AF,Silver,183
5689,26,6,NA,Bronze,146
5690,44,14,OC,Silver,115
5691,30,13,NA,Bronze,613
5692,48,23,AS,Silver,234
5693,19,17,AF,Bronze,449
5694,45,16,AS,Silver,616
5695,41,15,AS,Silver,405
5696,24,12,AF,Bronze,521
5697,51,28,NA,Silver,251
5698,26,7,OC,Bronze,519
5699,22,12,SA,Bronze,327
5700,34,17,SA,Bronze,390
5701,26,13,SA,Bronze,481
5702,28,7,EU,Bronze,257
5703,26,37,OC,Bronze,429
5704,27,5,AS,Bronze,361
5705,35,27,AS,Bronze,418
5706,17,16,OC,Bronze,450
5707,28,17,SA,Bronze,191
5708,27,17,AS,Bronze,373
5709,34,12,OC,Bronze,260
5710,27,16,SA,Bronze,347
5711,32,11,EU,Bronze,476
5712,39,5,NA,Bronze,290
5713,35,11,OC,Bronze,130
5714,19,8,AS,Bronze,364
5715,14,33,NA,Bronze,100
5716,21,9,AS,Bronze,568
5717,43,19,AS,Silver,319
5718,27,19,AS,Bronze,340
5719,16,12,EU,Bronze,426
5720,50,9,AF,Silver,304
5721,27,14,OC,Bronze,136
5722,48,22,NA,Silver,414
5723,26,17,AF,Bronze,239
5724,32,21,AF,Bronze,178
5725,31,19,EU,Bronze,316
5726,36,11,AF,Bronze,553
5727,27,18,NA,Bronze,267
5728,15,10,OC,Bronze,303
5729,44,20,AS,Silver,266
5730,38,20,OC,Bronze,312
5731,22,22,AF,Bronze,277
5732,21,24,OC,Bronze,453
5733,34,19,SA,Bronze,420
5734,43,5,SA,Silver,374
5735,20,32,AF,Bronze,458
5736,30,24,NA,Bronze,275
5737,46,16,SA,Silver,353
5738,28,19,NA,Bronze,138
5739,33,16,SA,Bronze,45
5740,44,12,EU,Silver,362
5741,25,25,AS,Bronze,313
5742,34,15,NA,Bronze,370
5743,36,14,AS,Bronze,174
5744,36,15,NA,Bronze,367
5745,34,14,AF,Bronze,315
5746,45,11,AS,Silver,401
5747,25,14,NA,Bronze,195
5748,43,16,SA,Silver,151
5749,24,5,OC,Bronze,400
5750,36,15,OC,Bronze,430
5751,27,14,OC,Bronze,0
5752,23,17,NA,Bronze,444
5753,22,21,OC,Bronze,305
5754,64,24,AS,Gold,187
5755,13,13,NA,Bronze,303
5756,46,7,OC,Silver,185
5757,26,8,SA,Bronze,495
5758,52,30,OC,Silver,419
5759,34,25,AS,Bronze,226
5760,52,26,AS,Silver,264
5761,32,13,NA,Bronze,306
5762,49,32,AF,Silver,214
5763,44,19,AF,Silver,136
5764,34,22,EU,Bronze,430
5765,31,18,AF,Bronze,287
5766,24,11,AF,Bronze,230
5767,30,17,AF,Bronze,424
5768,21,18,EU,Bronze,429
5769,33,15,OC,Bronze,305
5770,46,20,AS,Silver,311
5771,32,11,AF,Bronze,287
5772,43,27,SA,Silver,85
5773,21,30,EU,Bronze,354
5774,31,12,AF,Bronze,172
5775,18,19,SA,Bronze,194
5776,21,6,NA,Bronze,413
5777,53,16,AF,Silver,246
5778,41,12,AF,Silver,306
5779,44,16,AF,Silver,122
5780,31,15,AS,Bronze,275
5781,34,17,AF,Bronze,221
5782,36,15,SA,Bronze,263
5783,42,11,AF,Silver,343
5784,16,9,NA,Bronze,336
5785,15,14,AS,Bronze,350
5786,18,16,EU,Bronze,118
5787,46,22,AS,Silver,178
5788,23,18,AS,Bronze,274
5789,34,19,AS,Bronze,67
5790,34,10,AF,Bronze,308
5791,33,40,NA,Bronze,389
5792,34,5,EU,Bronze,487
5793,22,35,AF,Bronze,281
5794,15,12,SA,Bronze,89
5795,49,11,SA,Silver,649
5796,21,33,SA,Bronze,394
5797,46,21,AF,Silver,285
5798,31,18,SA,Bronze,294
5799,34,18,NA,Bronze,238
5800,37,11,AF,Bronze,385
5801,21,26,EU,Bronze,226
5802,23,14,EU,Bronze,306
5803,39,7,SA,Bronze,367
5804,22,17,SA,Bronze,220
5805,49,15,SA,Silver,260
5806,29,7,AF,Bronze,191
5807,25,11,OC,Bronze,312
5808,33,11,AF,Bronze,344
5809,31,16,AF,Bronze,447
5810,37,12,NA,Bronze,208
5811,33,16,EU,Bronze,229
5812,22,22,SA,Bronze,175
5813,29,5,EU,Bronze,225
5814,52,13,EU,Silver,422
5815,22,11,EU,Bronze,274
5816,22,14,OC,Bronze,182
5817,41,9,AF,Silver,307
5818,47,12,AS,Silver,347
5819,26,19,EU,Bronze,427
5820,41,17,AS,Silver,319
5821,42,7,EU,Silver,377
5822,32,11,NA,Bronze,342
5823,41,19,SA,Silver,173
5824,29,12,EU,Bronze,245
5825,50,8,OC,Silver,90
5826,28,19,OC,Bronze,461
5827,43,19,NA,Silver,219
5828,31,39,EU,Bronze,221
5829,12,12,OC,Bronze,179
5830,23,15,AF,Bronze,232
5831,42,14,NA,Silver,218
5832,29,18,SA,Bronze,360
5833,60,28,SA,Gold,278
5834,22,10,AS,Bronze,441
5835,47,14,NA,Silver,234
5836,37,26,NA,Bronze,447
5837,34,8,SA,Bronze,206
5838,37,10,OC,Bronze,280
5839,25,27,NA,Bronze,19
5840,33,11,SA,Bronze,448
5841,36,16,AF,Bronze,441
5842,47,21,AF,Silver,0
5843,24,38,AS,Bronze,400
5844,35,15,SA,Bronze,358
5845,29,12,AF,Bronze,132
5846,8,11,SA,Bronze,347
5847,30,29,SA,Bronze,325
5848,43,15,NA,Silver,377
5849,17,13,AS,Bronze,457
5850,21,24,AF,Bronze,92
5851,41,8,AF,Silver,460
5852,32,15,AF,Bronze,215
5853,12,37,EU,Bronze,326
5854,13,23,EU,Bronze,270
5855,32,16,NA,Bronze,319
5856,37,16,AF,Bronze,466
5857,34,15,AS,Bronze,112
5858,27,31,NA,Bronze,38
5859,32,17,SA,Bronze,407
5860,26,17,EU,Bronze,245
5861,32,35,OC,Bronze,293
5862,44,18,AF,Silver,463
5863,35,23,OC,Bronze,297
5864,23,10,SA,Bronze,479
5865,20,12,AS,Bronze,338
5866,19,21,SA,Bronze,243
5867,24,23,OC,Bronze,295
5868,54,8,NA,Silver,383
5869,27,13,AS,Bronze,299
5870,30,29,NA,Bronze,347
5871,45,13,EU,Silver,348
5872,29,8,AF,Bronze,162
5873,30,11,AF,Bronze,283
5874,54,14,AF,Silver,238
5875,31,28,NA,Bronze,390
5876,45,31,AS,Silver,335
5877,44,7,EU,Silver,337
5878,39,16,EU,Bronze,253
5879,18,18,NA,Bronze,172
5880,20,13,NA,Bronze,222
5881,27,13,SA,Bronze,503
5882,23,13,EU,Bronze,371
5883,31,11,NA,Bronze,509
5884,26,17,EU,Bronze,431
5885,24,11,OC,Bronze,176
5886,40,39,OC,Bronze,331
5887,37,8,AF,Bronze,243
5888,45,17,NA,Silver,174
5889,21,9,OC,Bronze,321
5890,30,22,NA,Bronze,514
5891,42,5,AF,Silver,184
5892,41,5,AF,Silver,69
5893,47,9,AF,Silver,394
5894,33,34,EU,Bronze,349
5895,18,11,OC,Bronze,97
5896,26,13,NA,Bronze,402
5897,33,16,NA,Bronze,190
5898,14,25,AF,Bronze,255
5899,23,26,AF,Bronze,90
5900,32,14,AF,Bronze,368
5901,25,8,OC,Bronze,435
5902,24,22,NA,Bronze,199
5903,20,5,OC,Bronze,257
5904,22,19,SA,Bronze,275
5905,24,18,EU,Bronze,227
5906,52,11,AS,Silver,398
5907,34,6,EU,Bronze,394
5908,24,21,EU,Bronze,527
5909,29,16,EU,Bronze,224
5910,48,9,SA,Silver,406
5911,32,9,AS,Bronze,354
5912,43,6,NA,Silver,315
5913,24,14,OC,Bronze,324
5914,21,5,NA,Bronze,206
5915,33,8,AF,Bronze,196
5916,17,14,AF,Bronze,328
5917,23,18,SA,Bronze,301
5918,31,11,OC,Bronze,28
5919,45,16,NA,Silver,50
5920,37,13,AF,Bronze,275
5921,28,20,NA,Bronze,482
5922,25,10,AS,Bronze,253
5923,16,15,AF,Bronze,101
5924,19,20,AF,Bronze,438
5925,37,18,OC,Bronze,83
5926,55,20,OC,Silver,79
5927,40,9,SA,Bronze,270
5928,28,12,NA,Bronze,281
5929,41,13,AS,Silver,329
5930,32,26,NA,Bronze,176
5931,38,21,SA,Bronze,302
5932,25,15,EU,Bronze,347
5933,25,20,AF,Bronze,311
5934,27,20,AS,Bronze,433
5935,47,10,NA,Silver,344
